Gene name,GO term name
HLA-DRB5,clathrin-coated endocytic vesicle membrane
HLA-DRB5,integral component of lumenal side of endoplasmic reticulum membrane
HLA-DRB5,transport vesicle membrane
HLA-DRB5,peptide antigen binding
HORMAD2,nucleus
HORMAD2,nucleoplasm
HORMAD2,cytosol
HORMAD2,chromosome
HORMAD2,centrosome
HORMAD2,protein binding
HORMAD2,meiotic cell cycle
HORMAD2,meiotic sister chromatid cohesion
HORMAD2,synaptonemal complex
HORMAD2,
HPSE2,membrane
HPSE2,"hydrolase activity, acting on glycosyl bonds"
HPSE2,extracellular region
HPSE2,extracellular space
HPSE2,plasma membrane
HPSE2,extracellular matrix organization
HPSE2,extracellular matrix
HPSE2,biological_process
HPSE2,heparan sulfate proteoglycan binding
HPSE2,glycosaminoglycan catabolic process
HPSE2,heparanase activity
HPSE2,cell population proliferation
HPSE2,positive regulation of cell population proliferation
HPSE2,
HS3ST2,sulfotransferase activity
HS3ST2,membrane
HS3ST2,integral component of membrane
HS3ST2,Golgi apparatus
HS3ST2,transferase activity
HS3ST2,Golgi membrane
HS3ST2,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
HS3ST2,glycosaminoglycan biosynthetic process
HS3ST2,heparan sulfate proteoglycan biosynthetic process
HS3ST2,[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity
ICOS,membrane
ICOS,integral component of membrane
ICOS,plasma membrane
ICOS,extracellular region
ICOS,protein binding
ICOS,immune response
ICOS,T cell costimulation
ICOS,cell-cell adhesion
ICOS,T cell tolerance induction
IFIH1,
IFIH1,DNA binding
IFIH1,ATP binding
IFIH1,hydrolase activity
IFIH1,protein binding
IFIH1,nucleus
IFIH1,RNA binding
IFIH1,cytoplasm
IFIH1,metal ion binding
IFIH1,nucleotide binding
IFIH1,mitochondrion
IFIH1,zinc ion binding
IFIH1,identical protein binding
IFIH1,RNA helicase activity
IFIH1,helicase activity
IFIH1,immune system process
IFIH1,response to virus
IFIH1,innate immune response
IFIH1,defense response to virus
IFIH1,protein sumoylation
IFIH1,defense response to other organism
IFIH1,ATP hydrolysis activity
IFIH1,cytosol
IFIH1,negative regulation of viral genome replication
IFIH1,positive regulation of interleukin-6 production
IFIH1,positive regulation of tumor necrosis factor production
IFIH1,ribonucleoprotein complex binding
IFIH1,single-stranded RNA binding
IFIH1,positive regulation of interferon-alpha production
IFIH1,positive regulation of interferon-beta production
IFIH1,double-stranded RNA binding
IFIH1,cellular response to exogenous dsRNA
IFIH1,detection of virus
IFIH1,regulation of type III interferon production
IFIH1,cytoplasmic pattern recognition receptor signaling pathway in response to virus
IFIH1,positive regulation of response to cytokine stimulus
IFIH1,cellular response to virus
IFIH1,MDA-5 signaling pathway
IGF2,extracellular region
IGF2,hormone activity
IGF2,extracellular space
IGF2,negative regulation of transcription by RNA polymerase II
IGF2,growth factor activity
IGF2,carbohydrate metabolic process
IGF2,protein binding
IGF2,positive regulation of protein serine/threonine kinase activity
IGF2,positive regulation of cell division
IGF2,ossification
IGF2,glucose metabolic process
IGF2,positive regulation of cell population proliferation
IGF2,positive regulation of transcription by RNA polymerase II
IGF2,insulin-like growth factor receptor binding
IGF2,positive regulation of peptidyl-tyrosine phosphorylation
IGF2,positive regulation of protein kinase B signaling
IGF2,integrin binding
IGF2,platelet alpha granule lumen
IGF2,positive regulation of protein phosphorylation
IGF2,receptor ligand activity
IGF2,in utero embryonic development
IGF2,positive regulation of MAPK cascade
IGF2,regulation of muscle cell differentiation
IGF2,"regulation of transcription, DNA-templated"
IGF2,positive regulation of mitotic nuclear division
IGF2,regulation of gene expression by genomic imprinting
IGF2,protein serine/threonine kinase activator activity
IGF2,embryonic placenta development
IGF2,insulin receptor binding
IGF2,positive regulation of glycogen biosynthetic process
IGF2,positive regulation of insulin receptor signaling pathway
IGF2,insulin receptor signaling pathway
IGF2,regulation of histone modification
IGF2,insulin receptor signaling pathway via phosphatidylinositol 3-kinase
IGF2,positive regulation of activated T cell proliferation
IGF2,positive regulation of catalytic activity
IGF2,negative regulation of muscle cell differentiation
IGF2,embryonic placenta morphogenesis
IGF2,positive regulation of vascular endothelial cell proliferation
IGF2,positive regulation of glycogen (starch) synthase activity
IGF2,osteoblast differentiation
IGF2,animal organ morphogenesis
IGF2,exocrine pancreas development
IGF2,positive regulation of multicellular organism growth
IGF2,positive regulation of organ growth
IGF2,positive regulation of skeletal muscle tissue growth
IGF2,striated muscle cell differentiation
IGF2,spongiotrophoblast cell proliferation
IGF2,
IGF2-AS,
IKZF1,
IKZF1,nucleus
IKZF1,cytoplasm
IKZF1,metal ion binding
IKZF1,nucleoplasm
IKZF1,cytosol
IKZF1,DNA binding
IKZF1,chromatin organization
IKZF1,protein binding
IKZF1,cell cycle
IKZF1,regulation of transcription by RNA polymerase II
IKZF1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
IKZF1,DNA-binding transcription factor activity
IKZF1,erythrocyte differentiation
IKZF1,protein-containing complex
IKZF1,"negative regulation of transcription, DNA-templated"
IKZF1,protein domain specific binding
IKZF1,mesoderm development
IKZF1,pericentric heterochromatin
IKZF1,lymphocyte differentiation
IKZF1,identical protein binding
IKZF3,nucleus
IKZF3,cytoplasm
IKZF3,metal ion binding
IKZF3,nucleoplasm
IKZF3,cytosol
IKZF3,DNA binding
IKZF3,protein homodimerization activity
IKZF3,sequence-specific DNA binding
IKZF3,protein binding
IKZF3,regulation of apoptotic process
IKZF3,regulation of transcription by RNA polymerase II
IKZF3,identical protein binding
IKZF3,RNA polymerase II cis-regulatory region sequence-specific DNA binding
IKZF3,DNA-binding transcription factor activity
IKZF3,histone deacetylase binding
IKZF3,B cell activation
IKZF3,protein heterodimerization activity
IKZF3,"DNA-binding transcription activator activity, RNA polymerase II-specific"
IKZF3,mesoderm development
IKZF3,promoter-specific chromatin binding
IKZF3,regulation of B cell differentiation
IKZF3,regulation of B cell proliferation
IKZF3,RNA polymerase II transcription regulatory region sequence-specific DNA binding
IKZF3,response to bacterium
IKZF3,B cell differentiation
IKZF3,T cell differentiation
IKZF3,regulation of lymphocyte differentiation
IKZF3,positive regulation of transcription by RNA polymerase II
IKZF3,
IKZF4,nucleus
IKZF4,metal ion binding
IKZF4,nucleoplasm
IKZF4,DNA binding
IKZF4,DNA-binding transcription factor activity
IKZF4,nuclear body
IKZF4,protein binding
IKZF4,regulation of transcription by RNA polymerase II
IKZF4,RNA polymerase II cis-regulatory region sequence-specific DNA binding
IKZF4,"negative regulation of transcription, DNA-templated"
IKZF4,protein-containing complex
IKZF4,protein domain specific binding
IKZF4,zinc ion binding
IKZF4,protein homooligomerization
IKZF4,
IKZF4,bHLH transcription factor binding
IKZF4,sequence-specific DNA binding
IKZF4,positive regulation of transcription by RNA polymerase II
IL10,
IL10,positive regulation of vascular associated smooth muscle cell proliferation
IL10,extracellular space
IL10,negative regulation of apoptotic process
IL10,signal transduction
IL10,extracellular region
IL10,protein binding
IL10,"positive regulation of transcription, DNA-templated"
IL10,immune response
IL10,cytokine activity
IL10,protein dimerization activity
IL10,growth factor activity
IL10,regulation of cytokine production
IL10,negative regulation of interleukin-6 production
IL10,cellular response to lipopolysaccharide
IL10,response to molecule of bacterial origin
IL10,positive regulation of DNA-binding transcription factor activity
IL10,hemopoiesis
IL10,negative regulation of cell population proliferation
IL10,positive regulation of cytokine production
IL10,regulation of gene expression
IL10,negative regulation of inflammatory response
IL10,negative regulation of heterotypic cell-cell adhesion
IL10,negative regulation of autophagy
IL10,positive regulation of signaling receptor activity
IL10,cytoplasmic sequestering of NF-kappaB
IL10,negative regulation of cytokine production
IL10,negative regulation of T cell proliferation
IL10,B cell proliferation
IL10,B cell differentiation
IL10,positive regulation of miRNA transcription
IL10,negative regulation of cytokine production involved in immune response
IL10,positive regulation of heterotypic cell-cell adhesion
IL10,response to glucocorticoid
IL10,negative regulation of vascular associated smooth muscle cell proliferation
IL10,type 2 immune response
IL10,regulation of isotype switching
IL10,positive regulation of receptor signaling pathway via JAK-STAT
IL10,positive regulation of immunoglobulin production
IL10,positive regulation of plasma cell differentiation
IL10,positive regulation of B cell apoptotic process
IL10,negative regulation of B cell proliferation
IL10,interleukin-10 receptor binding
IL10,positive regulation of endothelial cell proliferation
IL10,chronic inflammatory response to antigenic stimulus
IL10,negative regulation of chronic inflammatory response to antigenic stimulus
IL10,aging
IL10,response to xenobiotic stimulus
IL10,response to organic substance
IL10,response to activity
IL10,response to inactivity
IL10,leukocyte chemotaxis
IL10,negative regulation of myeloid dendritic cell activation
IL10,response to lipopolysaccharide
IL10,negative regulation of interferon-alpha production
IL10,negative regulation of interferon-gamma production
IL10,negative regulation of interleukin-1 production
IL10,negative regulation of interleukin-12 production
IL10,negative regulation of interleukin-18 production
IL10,negative regulation of interleukin-8 production
IL10,negative regulation of tumor necrosis factor production
IL10,response to insulin
IL10,response to carbon monoxide
IL10,cellular response to hepatocyte growth factor stimulus
IL10,defense response to bacterium
IL10,defense response to protozoan
IL10,positive regulation of macrophage activation
IL10,negative regulation of neuron apoptotic process
IL10,negative regulation of nitric oxide biosynthetic process
IL10,negative regulation of MHC class II biosynthetic process
IL10,positive regulation of MHC class II biosynthetic process
IL10,positive regulation of cell cycle
IL10,negative regulation of mitotic cell cycle
IL10,positive regulation of transcription by RNA polymerase II
IL10,regulation of synapse organization
IL10,negative regulation of membrane protein ectodomain proteolysis
IL10,regulation of sensory perception of pain
IL10,negative regulation of cytokine activity
IL10,branching involved in labyrinthine layer morphogenesis
IL10,cellular response to estradiol stimulus
IL10,negative regulation of chemokine (C-C motif) ligand 5 production
IL10,endothelial cell apoptotic process
IL10,liver regeneration
IL10,regulation of response to wounding
IL10,negative regulation of hydrogen peroxide-induced neuron death
IL10,positive regulation of sprouting angiogenesis
IL10,negative regulation of sensory perception of pain
IL10,negative regulation of endothelial cell apoptotic process
IL12B,protein binding
IL12B,membrane
IL12B,cytokine receptor activity
IL12B,extracellular region
IL12B,extracellular space
IL12B,cytokine activity
IL12B,growth factor activity
IL12B,external side of plasma membrane
IL12B,identical protein binding
IL12B,regulation of cytokine production
IL12B,cytosol
IL12B,cell migration
IL12B,cytokine-mediated signaling pathway
IL12B,protein heterodimerization activity
IL12B,positive regulation of mononuclear cell proliferation
IL12B,positive regulation of interferon-gamma production
IL12B,negative regulation of interleukin-17 production
IL12B,positive regulation of interleukin-10 production
IL12B,positive regulation of interleukin-12 production
IL12B,positive regulation of tumor necrosis factor production
IL12B,T-helper 1 type immune response
IL12B,positive regulation of inflammatory response
IL12B,defense response to Gram-negative bacterium
IL12B,positive regulation of NIK/NF-kappaB signaling
IL12B,positive regulation of cell adhesion
IL12B,receptor complex
IL12B,endoplasmic reticulum lumen
IL12B,natural killer cell activation
IL12B,positive regulation of osteoclast differentiation
IL12B,positive regulation of lymphocyte proliferation
IL12B,interleukin-12 receptor binding
IL12B,positive regulation of tyrosine phosphorylation of STAT protein
IL12B,positive regulation of activated T cell proliferation
IL12B,cytokine binding
IL12B,positive regulation of activation of Janus kinase activity
IL12B,positive regulation of smooth muscle cell apoptotic process
IL12B,negative regulation of smooth muscle cell proliferation
IL12B,positive regulation of granulocyte macrophage colony-stimulating factor production
IL12B,positive regulation of T cell proliferation
IL12B,negative regulation of protein secretion
IL12B,response to UV-B
IL12B,positive regulation of interleukin-17 production
IL12B,positive regulation of memory T cell differentiation
IL12B,negative regulation of vascular endothelial growth factor signaling pathway
IL12B,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
IL12B,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
IL12B,positive regulation of natural killer cell activation
IL12B,positive regulation of NK T cell activation
IL12B,late endosome lumen
IL12B,interleukin-12 complex
IL12B,interleukin-23 receptor binding
IL12B,cytokine receptor binding
IL12B,interleukin-12 alpha subunit binding
IL12B,protein-containing complex binding
