Gene name	GO domain	GO term name	GO term definition	GO term accession 
GATA3	biological_process	transcription by RNA polymerase II	The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs).	GO:0006366
GATA3	biological_process	defense response	Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.	GO:0006952
GATA3	biological_process	inflammatory response	The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages.	GO:0006954
GATA3	biological_process	humoral immune response	An immune response mediated through a body fluid.	GO:0006959
GATA3	biological_process	signal transduction	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.	GO:0007165
GATA3	biological_process	nervous system development	The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.	GO:0007399
GATA3	biological_process	axon guidance	The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.	GO:0007411
GATA3	molecular_function	zinc ion binding	Binding to a zinc ion (Zn).	GO:0008270
GATA3	biological_process	cell population proliferation	The multiplication or reproduction of cells, resulting in the expansion of a cell population.	GO:0008283
GATA3	biological_process	negative regulation of cell population proliferation	Any process that stops, prevents or reduces the rate or extent of cell proliferation.	GO:0008285
GATA3	biological_process	male gonad development	The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure.	GO:0008584
GATA3	biological_process	response to xenobiotic stimulus	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical.	GO:0009410
GATA3	biological_process	response to virus	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus.	GO:0009615
GATA3	biological_process	anatomical structure morphogenesis	The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.	GO:0009653
GATA3	biological_process	post-embryonic development	The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development.	GO:0009791
GATA3	biological_process	positive regulation of signal transduction	Any process that activates or increases the frequency, rate or extent of signal transduction.	GO:0009967
GATA3	biological_process	response to gamma radiation	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum.	GO:0010332
GATA3	biological_process	gene expression	The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes.	GO:0010467
GATA3	biological_process	positive regulation of endothelial cell migration	Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium.	GO:0010595
GATA3	biological_process	positive regulation of gene expression	Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).	GO:0010628
GATA3	biological_process	negative regulation of gene expression	Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).	GO:0010629
GATA3	biological_process	negative regulation of epithelial to mesenchymal transition	Any process that decreases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell.	GO:0010719
